id_jogo,time_casa,time_fora,data_jogo,vencedor,rodada,pb_vitoria_casa,pb_empate,pb_derrota_casa,num_apostas,mult_vitoria_time_1,mult_empate,mult_vitoria_time_2,id_time_fora,id_time_casa,id_aposta,palpite,valor,multiplicador_aposta,lucro
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,59,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,60,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,61,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,62,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,63,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,64,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,65,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,66,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,67,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,68,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,69,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,70,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,71,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,72,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,73,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,74,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,75,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,76,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,77,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,78,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,79,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,80,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,81,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,82,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,83,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,84,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,85,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,86,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,87,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,88,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,89,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,90,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,91,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,92,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,93,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,94,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,95,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,96,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,97,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,98,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,99,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,100,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,101,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,102,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,103,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,104,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,105,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,106,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,107,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,108,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,109,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,110,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,111,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,112,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,113,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,114,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,115,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,116,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,117,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,118,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,119,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,120,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,121,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,122,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,123,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,124,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,125,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,126,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,127,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,128,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,129,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,130,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,131,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,132,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,133,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,134,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,135,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,136,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,137,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,138,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,139,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,140,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,141,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,142,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,143,Fortaleza,200.0,1.81,362.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,144,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,145,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,146,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,147,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,148,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,149,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,150,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,151,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,152,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,153,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,154,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,155,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,156,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,157,Empate,200.0,3.5,-200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,1.81,3.5,4.4,20,10,158,Empate,200.0,3.5,-200.0
