id_jogo,time_casa,time_fora,data_jogo,vencedor,rodada,pb_vitoria_casa,pb_empate,pb_derrota_casa,num_apostas,id_aposta,palpite,valor
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,34,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,35,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,36,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,37,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,38,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,39,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,40,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,41,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,42,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,43,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,44,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,45,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,46,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,47,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,48,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,49,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,50,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,51,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,52,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,53,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,54,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,55,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,56,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,57,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,58,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,59,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,60,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,61,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,62,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,63,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,64,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,65,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,66,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,67,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,68,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,69,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,70,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,71,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,72,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,73,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,74,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,75,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,76,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,77,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,78,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,79,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,80,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,81,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,82,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,83,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,84,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,85,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,86,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,87,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,88,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,89,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,90,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,91,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,92,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,93,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,94,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,95,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,96,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,97,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,98,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,99,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,100,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,101,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,102,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,103,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,104,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,105,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,106,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,107,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,108,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,109,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,110,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,111,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,112,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,113,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,114,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,115,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,116,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,117,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,118,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,119,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,120,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,121,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,122,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,123,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,124,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,125,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,126,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,127,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,128,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,129,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,130,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,131,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,132,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,133,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,134,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,135,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,136,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,137,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,138,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,139,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,140,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,141,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,142,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,143,Fortaleza,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,144,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,145,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,146,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,147,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,148,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,149,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,150,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,151,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,152,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,153,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,154,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,155,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,156,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,157,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,158,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,159,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,160,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,161,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,162,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,163,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,164,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,165,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,166,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,167,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,168,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,169,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,170,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,171,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,172,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,173,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,174,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,175,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,176,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,177,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,178,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,179,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,180,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,181,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,182,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,183,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,184,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,185,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,186,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,187,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,188,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,189,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,190,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,191,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,192,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,193,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,194,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,195,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,196,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,197,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,198,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,199,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,200,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,201,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,202,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,203,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,204,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,205,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,206,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,207,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,208,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,209,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,210,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,211,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,212,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,213,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,214,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,215,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,216,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,217,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,218,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,219,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,220,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,221,Empate,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,222,Vitória,200.0
11,Fortaleza,Vitória,2025-09-13 16:00:00,Fortaleza,23,0.51,0.28,0.21,282,223,Vitória,200.0
